2018-04-04 04:51:05.558 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('qpid = oslo.messaging._drivers.impl_qpid:QpidDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.559 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('amqp = oslo.messaging._drivers.protocols.amqp:ProtonDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.560 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('kombu = oslo.messaging._drivers.impl_rabbit:RabbitDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.560 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('rabbit = oslo.messaging._drivers.impl_rabbit:RabbitDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.738 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('fake = oslo.messaging._drivers.impl_fake:FakeDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.739 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('zmq = oslo.messaging._drivers.impl_zmq:ZmqDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.740 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('log = oslo.messaging.notify._impl_log:LogDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.741 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('messagingv2 = oslo.messaging.notify._impl_messaging:MessagingV2Driver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.741 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('noop = oslo.messaging.notify._impl_noop:NoOpDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.742 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('routing = oslo.messaging.notify._impl_routing:RoutingDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.742 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('test = oslo.messaging.notify._impl_test:TestDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.743 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('messaging = oslo.messaging.notify._impl_messaging:MessagingDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.743 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('heat.openstack.common.notifier.rpc_notifier2 = oslo.messaging.notify._impl_messaging:MessagingV2Driver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.744 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('heat.openstack.common.notifier.no_op_notifier = oslo.messaging.notify._impl_noop:NoOpDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.744 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('heat.openstack.common.notifier.test_notifier = oslo.messaging.notify._impl_test:TestDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.745 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('heat.openstack.common.notifier.rpc_notifier = oslo.messaging.notify._impl_messaging:MessagingDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:05.745 18 DEBUG stevedore.extension [-] found extension EntryPoint.parse('heat.openstack.common.notifier.log_notifier = oslo.messaging.notify._impl_log:LogDriver') _load_plugins /usr/local/lib/python2.7/dist-packages/stevedore/extension.py:156
2018-04-04 04:51:06.319 18 DEBUG routes.middleware [-] Initialized with method overriding = True, and path info altering = True __init__ /usr/local/lib/python2.7/dist-packages/routes/middleware.py:42
2018-04-04 04:51:06.320 18 INFO keystonemiddleware.auth_token [-] Starting Keystone auth_token middleware
2018-04-04 04:51:06.322 18 WARNING keystonemiddleware.auth_token [-] Configuring admin URI using auth fragments. This is deprecated, use 'identity_uri' instead.
2018-04-04 04:51:06.324 18 INFO keystonemiddleware.auth_token [-] Using /tmp/keystone-signing-co01TR as cache directory for signing certificate
2018-04-04 04:51:06.326 18 DEBUG heat-api [-] ******************************************************************************** log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2052
2018-04-04 04:51:06.326 18 DEBUG heat-api [-] Configuration options gathered from: log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2053
2018-04-04 04:51:06.326 18 DEBUG heat-api [-] command line args: ['--config-file=/opt/heat/etc/heat/heat.conf', '--log-file=/log/heat-api.log'] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2054
2018-04-04 04:51:06.327 18 DEBUG heat-api [-] config files: ['/opt/heat/etc/heat/heat.conf'] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2055
2018-04-04 04:51:06.327 18 DEBUG heat-api [-] ================================================================================ log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2056
2018-04-04 04:51:06.327 18 DEBUG heat-api [-] action_retry_limit             = 5 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.328 18 DEBUG heat-api [-] amqp_auto_delete               = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.328 18 DEBUG heat-api [-] amqp_durable_queues            = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.329 18 DEBUG heat-api [-] auth_encryption_key            = notgood but just long enough i think log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.329 18 DEBUG heat-api [-] cloud_backend                  = heat.engine.clients.OpenStackClients log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.329 18 DEBUG heat-api [-] config_dir                     = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.330 18 DEBUG heat-api [-] config_file                    = ['/opt/heat/etc/heat/heat.conf'] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.330 18 DEBUG heat-api [-] control_exchange               = heat log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.330 18 DEBUG heat-api [-] debug                          = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.331 18 DEBUG heat-api [-] default_log_levels             = ['amqp=WARN', 'amqplib=WARN', 'boto=WARN', 'qpid=WARN', 'sqlalchemy=WARN', 'suds=INFO', 'oslo.messaging=INFO', 'iso8601=WARN', 'requests.packages.urllib3.connectionpool=WARN'] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.331 18 DEBUG heat-api [-] deferred_auth_method           = password log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.331 18 DEBUG heat-api [-] enable_cloud_watch_lite        = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.332 18 DEBUG heat-api [-] enable_stack_abandon           = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.332 18 DEBUG heat-api [-] enable_stack_adopt             = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.333 18 DEBUG heat-api [-] engine_life_check_timeout      = 2 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.333 18 DEBUG heat-api [-] environment_dir                = /etc/heat/environment.d log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.333 18 DEBUG heat-api [-] event_purge_batch_size         = 10 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.333 18 DEBUG heat-api [-] fake_rabbit                    = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.334 18 DEBUG heat-api [-] fatal_deprecations             = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.334 18 DEBUG heat-api [-] heat_metadata_server_url       =  log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.334 18 DEBUG heat-api [-] heat_stack_user_role           = heat_stack_user log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.335 18 DEBUG heat-api [-] heat_waitcondition_server_url  =  log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.335 18 DEBUG heat-api [-] heat_watch_server_url          =  log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.336 18 DEBUG heat-api [-] host                           = heat-server log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.336 18 DEBUG heat-api [-] instance_connection_https_validate_certificates = 1 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.336 18 DEBUG heat-api [-] instance_connection_is_secure  = 0 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.337 18 DEBUG heat-api [-] instance_driver                = heat.engine.nova log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.337 18 DEBUG heat-api [-] instance_format                = [instance: %(uuid)s]  log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.337 18 DEBUG heat-api [-] instance_user                  = ec2-user log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.338 18 DEBUG heat-api [-] instance_uuid_format           = [instance: %(uuid)s]  log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.338 18 DEBUG heat-api [-] kombu_reconnect_delay          = 1.0 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
2018-04-04 04:51:06.338 18 DEBUG heat-api [-] kombu_ssl_ca_certs             =  log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2065
